"date","station","sd.oc3","oc3","sd.ocx","ocx","sd.mdn","mdn","chlorophyll.ugl","chlorophyll.u"
2017-05-26,1,0.30961248847575,1.07128721338902,NA,NA,NA,NA,2.215061739,NA
2017-05-26,2,0.38677162902606,2.13910607080141,NA,NA,NA,NA,1.678589551,NA
2017-05-26,3,0.49187953916461,1.99004491361587,0.0816732325109027,1.68210995467729,0.374548748759625,1.4483681816522,1.907086964,NA
2017-05-26,4,0.390332097516704,3.65150629178648,0.0727681351894581,3.27280438960112,0.715012852534919,4.14831339317592,2.532971183,NA
2017-05-26,5,0.184911975901679,4.11144309088753,0.0959389289873204,3.76630681632545,0.0611969078293342,2.57511992663506,5.443829533,NA
2017-05-26,6,0.270750894972274,5.96033350528765,0.111491348231845,5.50314741381693,0.378965532535262,2.71140095898565,8.205667832,NA
2017-05-26,7,2.0057730808356,7.69931673890745,0.235649920083948,3.20583032469687,3.83444615904866,7.47428790048036,3.258202103,NA
2017-05-26,8,0.443141204745422,4.98959678062166,0.190649577772774,4.14809386879045,0.813247434098394,2.21731690799826,2.433624482,NA
2017-05-26,9,0.675846814042292,5.97075167229241,0.253393397761622,5.10252012581702,1.01851287888935,5.89528749413557,4.927226686,NA
2017-11-02,1,NA,NA,NA,NA,NA,NA,4.043041044,NA
2017-11-02,2,NA,NA,NA,NA,NA,NA,4.45036252,NA
2017-11-02,3,NA,NA,NA,NA,NA,NA,2.056107016,NA
2017-11-02,4,NA,NA,NA,NA,NA,NA,3.874151652,NA
2017-11-02,5,NA,NA,NA,NA,NA,NA,3.705262259,NA
2017-11-02,6,NA,NA,NA,NA,NA,NA,2.900553978,NA
2017-11-02,7,NA,NA,NA,NA,NA,NA,3.635719568,NA
2017-11-02,8,NA,NA,NA,NA,NA,NA,5.245136131,NA
2017-11-02,9,NA,NA,NA,NA,NA,NA,8.324883873,NA
2018-05-11,1,0.862989827303403,2.0814627451855,NA,NA,NA,NA,2.433624482,0.012509996
2018-05-11,2,0.441681000423873,1.32570678933336,0.0544974402748524,1.54767739772797,0.01446408709615,0.805279314517975,2.433624482,NA
2018-05-11,3,0.320602650432891,1.44887542808106,0.061068998168369,4.16225830260374,0.00324276798220472,0.664584459365436,1.6289162,NA
2018-05-11,4,0.458082011516563,7.65506051147984,NA,NA,NA,NA,11.63312903,NA
2018-05-11,5,0.93652416458078,13.3504773674459,0.568796810595954,12.6826079749081,2.68194905339682,2.05864934733394,20.17694535,NA
2018-05-11,6,3.11514034928362,11.767630558259,NA,NA,NA,NA,15.69640912,NA
2018-05-11,7,1.56796686635003,9.87285818444839,1.13316434792432,9.61718745262551,6.22594613055277,17.3532277482191,7.569848943,NA
2018-05-11,8,4.37503121945261,21.45091161723,2.12117646891341,14.2657239545574,2.51117549637281,38.9076605262162,35.9631362,NA
2018-05-11,9,0.97703427202901,8.58273701259246,0.724929338013472,6.77000794079969,3.10902094097858,31.737575246409,37.00627656,NA
2019-06-20,1,0.121371975279983,0.81299265500466,0.0371815571033165,0.860878143543399,0.670787997562278,2.960470188386,5.16565877,NA
2019-06-20,11,21.3313696044671,14.9808010377869,10.3875906612382,14.4972211507163,15.7603166607944,52.5786575385404,10.08332049,NA
2019-06-20,2,0.586963456499838,1.27680366332323,0.268441029273967,1.681514091669,0.669270246406063,2.07160358269646,4.688794603,NA
2019-06-20,3,0.437191003607539,1.59766015159229,0.116000427577295,1.59717010907116,0.878081943354171,1.6829078635092,1.956760315,NA
2019-06-20,4,0.276977184100997,2.77861247652949,0.116643570837544,2.95963361491032,0.392370675407724,1.62170450596528,3.377418145,NA
2019-06-20,5,0.419447289469665,4.35359625133841,0.107500127581795,4.45668227571596,0.36233407771366,2.2156675643084,3.397287485,NA
